CustomerName,InvoiceNumber,InvoiceDate,CustomerPoNumber,BillTotal,Applied,Status,Currency,ContactName,ContactPhone,ContactEmail,CustomerTerms,DueDate
Safe Harbor Health,DF2032197,8/12/25,PO-002047,939.08,756.1,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/11/25 00:00
Safe Harbor Health,DF2032198,8/7/25,PO-002048,939.08,622.58,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/6/25 00:00
Safe Harbor Health,DF2032199,8/12/25,PO-002049,939.08,540.67,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/11/25 00:00
Safe Harbor Health,DF2032200,8/12/25,PO-002050,939.08,834.96,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/11/25 00:00
Safe Harbor Health,DF2032208,9/22/25,PO-002051,5217.71,1942.44,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/22/25 00:00
Safe Harbor Health,DF2032209,8/13/25,PO-002052,5227.31,3242.01,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/12/25 00:00
Safe Harbor Health,DF2032369,8/21/25,PO-002053,939.08,288.65,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/20/25 00:00
Safe Harbor Health,DF2032370,8/14/25,PO-002054,939.08,567.8,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/13/25 00:00
Safe Harbor Health,DF2032371,8/21/25,PO-002055,939.08,316.09,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/20/25 00:00
Safe Harbor Health,DF2032372,8/21/25,PO-002056,939.08,354.25,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/20/25 00:00
Safe Harbor Health,DF2032373,9/4/25,PO-002057,5383.11,2026.16,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/4/25 00:00
Safe Harbor Health,DF2032484,9/5/25,PO-002058,5388.63,3890.52,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/5/25 00:00
Safe Harbor Health,DF2032585,8/21/25,PO-002059,939.08,737.11,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/20/25 00:00
Safe Harbor Health,DF2032586,8/27/25,PO-002060,939.08,637.81,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/26/25 00:00
Safe Harbor Health,DF2032587,8/21/25,PO-002061,939.08,869.04,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/20/25 00:00
Safe Harbor Health,DF2032588,8/22/25,PO-002062,939.08,510.55,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/21/25 00:00
Safe Harbor Health,DF2032589,8/27/25,PO-002063,939.08,456.12,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/26/25 00:00
Safe Harbor Health,DF2032596,9/2/25,PO-002064,7184,6211.21,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/2/25 00:00
Safe Harbor Health,DF2032785,9/2/25,PO-002065,939.08,418.21,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/2/25 00:00
Safe Harbor Health,DF2032786,8/27/25,PO-002066,939.08,869.68,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,9/26/25 00:00
Safe Harbor Health,DF2032787,9/2/25,PO-002067,939.08,289.14,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/2/25 00:00
Safe Harbor Health,DF2032788,9/2/25,PO-002068,939.08,873.74,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/2/25 00:00
Safe Harbor Health,DF2032789,9/2/25,PO-002069,939.08,308.07,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/2/25 00:00
Safe Harbor Health,DF2032811,9/5/25,PO-002070,4756.6,4182.21,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/5/25 00:00
Safe Harbor Health,DF2032812,9/4/25,PO-002071,4756.6,3058.52,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/4/25 00:00
Safe Harbor Health,DF2032988,9/4/25,PO-002072,939.08,887.83,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/4/25 00:00
Safe Harbor Health,DF2032989,9/4/25,PO-002073,939.08,326.77,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/4/25 00:00
Safe Harbor Health,DF2032990,9/4/25,PO-002074,939.08,619.8,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/4/25 00:00
Safe Harbor Health,DF2032992,9/8/25,PO-002075,939.08,873.39,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/8/25 00:00
Safe Harbor Health,DF2032991,9/18/25,PO-002076,1142,730.9,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/18/25 00:00
Safe Harbor Health,DF2033003,9/17/25,PO-002077,5252.74,3724.77,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/17/25 00:00
Safe Harbor Health,DF2033105,9/11/25,PO-002078,6700,5039.99,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/11/25 00:00
Safe Harbor Health,DF2033211,9/10/25,PO-002079,939.08,559.18,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/10/25 00:00
Safe Harbor Health,DF2033212,9/10/25,PO-002080,939.08,664.79,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/10/25 00:00
Safe Harbor Health,DF2033213,9/18/25,PO-002081,939.08,638.39,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/18/25 00:00
Safe Harbor Health,DF2033214,9/16/25,PO-002082,939.08,831.79,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/16/25 00:00
Safe Harbor Health,DF2033215,9/16/25,PO-002083,939.08,309.46,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/16/25 00:00
Safe Harbor Health,DF2033216,9/16/25,PO-002084,939.08,453.22,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/16/25 00:00
Safe Harbor Health,DF2033235,9/16/25,PO-002085,1134.8,1041.48,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/16/25 00:00
Safe Harbor Health,DF2033237,9/22/25,PO-002086,5225.53,4591.52,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/22/25 00:00
Safe Harbor Health,DF2033239,9/17/25,PO-002087,1566,933.61,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/17/25 00:00
Safe Harbor Health,DF2033265,9/17/25,PO-002088,2575,1810.45,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/17/25 00:00
Safe Harbor Health,DF2033402,9/22/25,PO-002089,1075,516.32,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/22/25 00:00
Safe Harbor Health,DF2033412,9/22/25,PO-002090,6850,2892.61,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/22/25 00:00
Safe Harbor Health,DF2033419,9/19/25,PO-002091,7775,4675.92,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/19/25 00:00
Safe Harbor Health,DF2033427,9/18/25,PO-002092,939.08,497.41,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/18/25 00:00
Safe Harbor Health,DF2033428,9/18/25,PO-002093,939.08,637.99,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/18/25 00:00
Safe Harbor Health,DF2033430,9/18/25,PO-002094,939.08,329.17,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/18/25 00:00
Safe Harbor Health,DF2033431,9/19/25,PO-002095,939.08,876.5,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/19/25 00:00
Safe Harbor Health,DF2033432,9/22/25,PO-002096,939.08,883.71,Pending,USD,Jason Lopez,555-921-5065,jason@safeharborhealth.com,Net 30,10/22/25 00:00
FutureFit Recruiting,DF2021022,7/29/24,PO-002097,3728,3728,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,8/28/24 00:00
FutureFit Recruiting,DF2023594,11/1/24,PO-002098,2854,2854,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,12/1/24 00:00
FutureFit Recruiting,DF2023660,9/30/24,PO-002099,500,500,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,10/30/24 00:00
FutureFit Recruiting,DF2024600,11/4/24,PO-002100,600,600,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,12/4/24 00:00
FutureFit Recruiting,DF2024671,11/11/24,PO-002101,3316,3316,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,12/11/24 00:00
FutureFit Recruiting,DF2025662,12/16/24,PO-002102,2800,2800,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,1/15/25 00:00
FutureFit Recruiting,DF2027252,2/25/25,PO-002103,2944,2944,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,3/27/25 00:00
FutureFit Recruiting,DF2027343,2/19/25,PO-002104,550,550,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,3/21/25 00:00
FutureFit Recruiting,DF2027512,3/13/25,PO-002105,2095,2095,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,4/12/25 00:00
FutureFit Recruiting,DF2027654,3/7/25,PO-002106,1700,1700,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,4/6/25 00:00
FutureFit Recruiting,DF2027667,3/13/25,PO-002107,2092,2092,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,4/12/25 00:00
FutureFit Recruiting,DF2027671,3/21/25,PO-002108,4411,4411,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,4/20/25 00:00
FutureFit Recruiting,DF2027837,3/21/25,PO-002109,2195,2195,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,4/20/25 00:00
FutureFit Recruiting,DF2027960,3/7/25,PO-002110,600,600,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,4/6/25 00:00
FutureFit Recruiting,DF2028082,4/2/25,PO-002111,1100,1100,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,5/2/25 00:00
FutureFit Recruiting,DF2028112,3/28/25,PO-002112,1205,1205,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,4/27/25 00:00
FutureFit Recruiting,DF2028496,4/9/25,PO-002113,2892,2180,Pending,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,5/9/25 00:00
FutureFit Recruiting,DF2028497,4/8/25,PO-002114,1803,1803,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,5/8/25 00:00
FutureFit Recruiting,DF2028498,4/3/25,PO-002115,1100,1100,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,5/3/25 00:00
FutureFit Recruiting,DF2028499,4/3/25,PO-002116,3154,3154,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,5/3/25 00:00
FutureFit Recruiting,DF2028788,4/9/25,PO-002104,530,530,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,5/9/25 00:00
FutureFit Recruiting,DF2028874,4/18/25,PO-002117,1814,1814,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,5/18/25 00:00
FutureFit Recruiting,DF2029147,4/25/25,PO-002118,900,900,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,5/25/25 00:00
FutureFit Recruiting,DF2029197,4/29/25,PO-002119,875,875,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,5/29/25 00:00
FutureFit Recruiting,DF2030723,6/19/25,PO-002120,2884,2884,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,7/19/25 00:00
FutureFit Recruiting,DF2030893,7/2/25,PO-002121,800,800,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,8/1/25 00:00
FutureFit Recruiting,DF2031939,8/6/25,PO-002122,3622,3622,Closed,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,9/5/25 00:00
FutureFit Recruiting,DF2032906,9/5/25,PO-002123,3429,2223.58,Pending,USD,Andrew Allen,555-373-3608,andrew@futurefitrecruiting.com,Net 30,10/5/25 00:00
Digital Dynamo,DF2011852,1/4/24,PO-002124,1110,1110,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,1/11/24 00:00
Digital Dynamo,DF2011969,1/9/24,PO-002125,1125,1125,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,1/16/24 00:00
Digital Dynamo,DF2013198,2/6/24,PO-002126,1500,1500,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,2/13/24 00:00
Digital Dynamo,DF2013292,2/2/24,PO-002127,2380,2380,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,2/9/24 00:00
Digital Dynamo,DF2013328,2/2/24,PO-002128,3383,3383,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,2/9/24 00:00
Digital Dynamo,DF2016247,10/30/24,PO-002129,2750,2750,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,11/6/24 00:00
Digital Dynamo,DF2016483,4/15/24,PO-002130,1350,1350,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,4/22/24 00:00
Digital Dynamo,DF2023488,9/23/24,PO-002131,1250,1250,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,9/30/24 00:00
Digital Dynamo,DF2024076,10/25/24,PO-002132,1075,1075,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,11/1/24 00:00
Digital Dynamo,DF2024077,10/21/24,PO-002133,1075,1075,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,10/28/24 00:00
Digital Dynamo,DF2024078,10/21/24,PO-002134,1075,1075,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,10/28/24 00:00
Digital Dynamo,DF2024079,10/21/24,PO-002135,1075,1075,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,10/28/24 00:00
Digital Dynamo,DF2027038,2/3/25,PO-002136,1150,1150,Closed,USD,Donald Jones,555-906-2771,donald@digitaldynamo.com,Net 7,2/10/25 00:00
Petal & Leaf,DF2023734,10/2/24,PO-002137,1250,1250,Closed,USD,Jeffrey Hill,555-491-1634,jeffrey@petalandleaf.com,Net 30,11/1/24 00:00
Petal & Leaf,DF2024158,10/17/24,PO-002138,1200,1200,Closed,USD,Jeffrey Hill,555-491-1634,jeffrey@petalandleaf.com,Net 30,11/16/24 00:00
Petal & Leaf,DF2027109,2/5/25,PO-002139,1250,1250,Closed,USD,Jeffrey Hill,555-491-1634,jeffrey@petalandleaf.com,Net 30,3/7/25 00:00
Petal & Leaf,DF2027177,2/10/25,PO-002140,1250,1250,Closed,USD,Jeffrey Hill,555-491-1634,jeffrey@petalandleaf.com,Net 30,3/12/25 00:00
Blissful Beauty,DF2030724,6/18/25,PO-002141,2325,1165.27,Pending,USD,Richard Brown,555-979-8711,richard@blissfulbeauty.com,Net 30,7/18/25 00:00
Blissful Beauty,DF2031791,7/30/25,PO-002142,1250,1036.21,Pending,USD,Richard Brown,555-979-8711,richard@blissfulbeauty.com,Net 30,8/29/25 00:00
Smart Money Solutions,DF2024870,11/18/24,PO-002143,7117,7117,Closed,USD,William Williams,555-513-2964,william@smartmoneysolutions.com,Net 15,12/3/24 00:00
Golden Grain Brewery,DF2028013,3/12/25,PO-002144,1880,1880,Closed,USD,Lisa Nguyen,555-327-4269,lisa@goldengrainbrewery.com,Net 30,4/11/25 00:00
Summit Law Partners,DF2028178,3/17/25,PO-002145,2550,2550,Closed,USD,Dorothy Smith,555-936-8541,dorothy@summitlawpartners.com,Net 30,4/16/25 00:00
Golden Key Realty,DF2026111,12/26/24,PO-002146,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,1/25/25 00:00
Golden Key Realty,DF2026279,1/3/25,PO-002147,690,690,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/2/25 00:00
Golden Key Realty,DF2026280,1/3/25,PO-002148,750,750,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/2/25 00:00
Golden Key Realty,DF2026281,3/12/25,PO-002149,630,630,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,4/11/25 00:00
Golden Key Realty,DF2026282,1/3/25,PO-002150,630,630,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/2/25 00:00
Golden Key Realty,DF2026283,1/3/25,PO-002151,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/2/25 00:00
Golden Key Realty,DF2026322,1/7/25,PO-002152,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/6/25 00:00
Golden Key Realty,DF2026341,1/13/25,PO-002153,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/12/25 00:00
Golden Key Realty,DF2026342,1/8/25,PO-002154,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/7/25 00:00
Golden Key Realty,DF2026380,1/8/25,PO-002155,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/7/25 00:00
Golden Key Realty,DF2026404,1/10/25,PO-002156,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/9/25 00:00
Golden Key Realty,DF2026405,1/10/25,PO-002157,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/9/25 00:00
Golden Key Realty,DF2026406,1/14/25,PO-002158,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/13/25 00:00
Golden Key Realty,DF2026407,1/9/25,PO-002159,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/8/25 00:00
Golden Key Realty,DF2026445,1/10/25,PO-002160,630,630,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/9/25 00:00
Golden Key Realty,DF2026446,1/9/25,PO-002161,995,995,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/8/25 00:00
Golden Key Realty,DF2026501,1/13/25,PO-002162,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/12/25 00:00
Golden Key Realty,DF2026502,1/16/25,PO-002163,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/15/25 00:00
Golden Key Realty,DF2026610,1/20/25,PO-002164,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/19/25 00:00
Golden Key Realty,DF2026611,1/20/25,PO-002165,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/19/25 00:00
Golden Key Realty,DF2026618,1/21/25,PO-002166,1700,1700,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/20/25 00:00
Golden Key Realty,DF2026720,1/21/25,PO-002167,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/20/25 00:00
Golden Key Realty,DF2026721,1/22/25,PO-002168,2000,2000,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/21/25 00:00
Golden Key Realty,DF2026722,1/23/25,PO-002169,1700,1700,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/22/25 00:00
Golden Key Realty,DF2026723,1/22/25,PO-002170,1700,1700,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/21/25 00:00
Golden Key Realty,DF2026724,1/23/25,PO-002167,1500,1500,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/22/25 00:00
Golden Key Realty,DF2026725,1/23/25,PO-002171,1500,1500,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/22/25 00:00
Golden Key Realty,DF2026726,1/23/25,PO-002172,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/22/25 00:00
Golden Key Realty,DF2026727,1/21/25,PO-002173,1550,1550,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/20/25 00:00
Golden Key Realty,DF2026738,1/24/25,PO-002174,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/23/25 00:00
Golden Key Realty,DF2026739,1/24/25,PO-002175,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/23/25 00:00
Golden Key Realty,DF2026751,1/24/25,PO-002176,1500,1500,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/23/25 00:00
Golden Key Realty,DF2026752,1/24/25,PO-002177,1500,1500,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/23/25 00:00
Golden Key Realty,DF2026753,1/27/25,PO-002178,1500,1500,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/26/25 00:00
Golden Key Realty,DF2026754,1/28/25,PO-002179,1500,1500,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/27/25 00:00
Golden Key Realty,DF2026919,1/29/25,PO-002180,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/28/25 00:00
Golden Key Realty,DF2026920,1/29/25,PO-002181,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/28/25 00:00
Golden Key Realty,DF2026999,1/29/25,PO-002182,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/28/25 00:00
Golden Key Realty,DF2027002,1/29/25,PO-002183,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,2/28/25 00:00
Golden Key Realty,DF2027003,1/30/25,PO-002184,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/1/25 00:00
Golden Key Realty,DF2027004,2/5/25,PO-002185,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/7/25 00:00
Golden Key Realty,DF2027005,1/31/25,PO-002186,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/2/25 00:00
Golden Key Realty,DF2027008,2/3/25,PO-002187,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/5/25 00:00
Golden Key Realty,DF2027059,2/4/25,PO-002188,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/6/25 00:00
Golden Key Realty,DF2027096,2/4/25,PO-002189,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/6/25 00:00
Golden Key Realty,DF2027136,2/6/25,PO-002190,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/8/25 00:00
Golden Key Realty,DF2027202,2/12/25,PO-002191,1700,1700,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/14/25 00:00
Golden Key Realty,DF2027203,2/11/25,PO-002192,1500,1500,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/13/25 00:00
Golden Key Realty,DF2027243,2/12/25,PO-002193,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/14/25 00:00
Golden Key Realty,DF2027244,2/12/25,PO-002194,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/14/25 00:00
Golden Key Realty,DF2027245,2/10/25,PO-002195,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/12/25 00:00
Golden Key Realty,DF2027286,2/14/25,PO-002196,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/16/25 00:00
Golden Key Realty,DF2027287,2/14/25,PO-002197,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/16/25 00:00
Golden Key Realty,DF2027416,2/20/25,PO-002198,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/22/25 00:00
Golden Key Realty,DF2027417,2/20/25,PO-002199,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/22/25 00:00
Golden Key Realty,DF2027454,2/20/25,PO-002200,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/22/25 00:00
Golden Key Realty,DF2027497,2/24/25,PO-002201,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,3/26/25 00:00
Golden Key Realty,DF2027946,3/10/25,PO-002202,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,4/9/25 00:00
Golden Key Realty,DF2027954,3/11/25,PO-002203,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,4/10/25 00:00
Golden Key Realty,DF2027955,3/17/25,PO-002204,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,4/16/25 00:00
Golden Key Realty,DF2027956,3/10/25,PO-002205,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,4/9/25 00:00
Golden Key Realty,DF2027957,3/17/25,PO-002206,1450,1450,Closed,USD,Angela Garcia,555-458-6000,angela@goldenkeyrealty.com,Net 30,4/16/25 00:00
